Frequency,Magnitude
6120.81,6681.146757
6122.16,6684.286231
6123.50,6688.423986
6124.85,6734.480314
6126.20,6623.973039
6127.54,6673.759227
6128.89,6637.085596
6130.23,6664.009880
6131.58,6718.795984
6132.93,6688.868323
6134.27,6658.890944
6135.62,6641.519620
6136.96,6671.046918
6138.31,6684.500163
6139.65,6661.983924
6141.00,6681.558494
6142.35,6692.776845
6143.69,6798.646217
6145.04,6644.773518
6146.38,6679.686267
6147.73,6743.529523
6149.08,6639.941085
6150.42,6630.860828
6151.77,6574.437096
6153.11,6727.294287
6154.46,6668.530877
6155.80,6645.517853
6157.15,6619.591238
6158.50,6658.148677
6159.84,6677.858901
6161.19,6705.312125
6162.53,6685.525966
6163.88,6722.943492
6165.23,6681.735808
6166.57,6612.891899
6167.92,6662.296665
6169.26,6687.765471
6170.61,6687.760083
6171.95,6616.615049
6173.30,6634.881341
6174.65,6658.162030
6175.99,6660.036861
6177.34,6659.841064
6178.68,6676.936583
6180.03,6658.855364
6181.38,6644.315626
6182.72,6666.000652
6184.07,6694.079436
6185.41,6665.857198
6186.76,6599.548794
6188.10,6651.064219
6189.45,6628.602697
6190.80,6619.108169
6192.14,6589.402473
6193.49,6613.407868
6194.83,6632.978992
6196.18,6619.210531
6197.53,6661.842566
6198.87,6608.963916
6200.22,6607.947651
6201.56,6611.296209
6202.91,6689.251308
6204.25,6591.991295
6205.60,6649.423919
6206.95,6657.075448
6208.29,6571.696361
6209.64,6589.038945
6210.98,6671.986995
6212.33,6617.747576
6213.67,6562.494570
6215.02,6560.785510
6216.37,6537.484832
6217.71,6618.026733
6219.06,6627.534321
6220.40,6593.761556
6221.75,6673.653492
6223.10,6626.342011
6224.44,6727.422216
6225.79,6590.342091
6227.13,6630.510518
6228.48,6679.332576
6229.82,6459.415282
6231.17,6610.408664
6232.52,6545.357180
6233.86,6571.313184
6235.21,6611.788218
6236.55,6625.549397
6237.90,6582.589844
6239.25,6580.395067
6240.59,6639.616334
6241.94,6657.161480
6243.28,6624.236939
6244.63,6603.439530
6245.97,6515.216894
6247.32,6572.935702
6248.67,6566.752738
6250.01,6661.474236
6251.36,6626.779540
6252.70,6590.041675
6254.05,6647.694907
6255.40,6617.574957
6256.74,6592.026319
6258.09,6451.647304
6259.43,6589.308043
6260.78,6573.628626
6262.12,6566.831704
6263.47,6580.205038
6264.82,6552.866689
6266.16,6625.106910
6267.51,6542.971453
6268.85,6573.628876
6270.20,6548.765827
6271.55,6475.797542
6272.89,6554.216249
6274.24,6553.549854
6275.58,6509.825582
6276.93,6613.812942
6278.27,6619.009764
6279.62,6574.163858
6280.97,6530.936868
6282.31,6564.478424
6283.66,6554.158101
6285.00,6520.793413
6286.35,6543.635353
6287.70,6565.349784
6289.04,6554.633892
6290.39,6549.870209
6291.73,6525.959626
6293.08,6552.704108
6294.42,6575.477848
6295.77,6575.886507
6297.12,6517.569635
6298.46,6515.134899
6299.81,6530.774876
6301.15,6528.085005
6302.50,6565.195409
6303.85,6544.159920
6305.19,6570.247946
6306.54,6467.723951
6307.88,6515.012874
6309.23,6574.050747
6310.57,6582.332155
6311.92,6542.606439
6313.27,6495.275461
6314.61,6513.318463
6315.96,6533.705959
6317.30,6547.754158
6318.65,6544.350966
6320.00,6534.630773
6321.34,6509.799076
6322.69,6606.131005
6324.03,6529.911949
6325.38,6527.064032
6326.72,6591.672438
6328.07,6500.160903
6329.42,6519.312754
6330.76,6570.363960
6332.11,6454.348512
6333.45,6518.116095
6334.80,6610.983828
6336.15,6470.839536
6337.49,6521.251471
6338.84,6496.412393
6340.18,6477.845696
6341.53,6506.519113
6342.87,6457.523340
6344.22,6488.432658
6345.57,6495.177395
6346.91,6447.169508
6348.26,6574.233401
6349.60,6524.249568
6350.95,6583.317460
6352.29,6525.267614
6353.64,6509.812372
6354.99,6510.735894
6356.33,6518.730678
6357.68,6540.172774
6359.02,6522.786599
6360.37,6539.308153
6361.72,6548.938005
6363.06,6519.944200
6364.41,6543.389513
6365.75,6493.822309
6367.10,6499.488976
6368.44,6501.770442
6369.79,6491.206330
6371.14,6484.103864
6372.48,6481.953405
6373.83,6458.091689
6375.17,6533.205253
6376.52,6466.111682
6377.87,6479.636271
6379.21,6481.095841
6380.56,6471.794136
6381.90,6485.803944
6383.25,6512.044430
6384.59,6510.804616
6385.94,6493.585046
6387.29,6518.719750
6388.63,6497.671428
6389.98,6462.299957
6391.32,6468.427233
6392.67,6490.669253
6394.02,6485.368915
6395.36,6492.697792
6396.71,6506.036054
6398.05,6465.010222
6399.40,6514.577309
6400.74,6523.601451
6402.09,6498.003409
6403.44,6561.556999
6404.78,6487.547150
6406.13,6568.519822
6407.47,6459.834619
6408.82,6484.061915
6410.17,6467.919068
6411.51,6491.949096
6412.86,6439.599436
6414.20,6452.665599
6415.55,6473.818781
6416.89,6582.793444
6418.24,6515.794421
6419.59,6502.542067
6420.93,6398.441514
6422.28,6476.016031
6423.62,6470.920002
6424.97,6428.933678
6426.32,6454.994341
6427.66,6456.009899
6429.01,6567.523856
6430.35,6463.257291
6431.70,6412.767268
6433.04,6484.946895
6434.39,6489.769562
6435.74,6476.051164
6437.08,6386.325301
6438.43,6492.903650
6439.77,6433.332520
6441.12,6494.562754
6442.47,6517.560322
6443.81,6434.004748
6445.16,6400.781470
6446.50,6399.023444
6447.85,6487.995214
6449.19,6491.095160
6450.54,6509.085587
6451.89,6460.601157
6453.23,6433.778102
6454.58,6458.367563
6455.92,6459.513980
6457.27,6476.791295
6458.62,6470.154876
6459.96,6433.823494
6461.31,6420.414332
6462.65,6443.367849
6464.00,6456.894436
6465.34,6455.994623
6466.69,6407.085622
6468.04,6544.410312
6469.38,6478.814135
6470.73,6496.002820
6472.07,6379.799206
6473.42,6428.654543
6474.77,6455.826009
6476.11,6359.639167
6477.46,6421.969006
6478.80,6379.513646
6480.15,6560.234601
6481.49,6426.749414
6482.84,6412.794692
6484.19,6460.119135
6485.53,6425.766233
6486.88,6405.982562
6488.22,6533.470178
6489.57,6477.160477
6490.91,6435.041348
6492.26,6431.175782
6493.61,6393.791089
6494.95,6447.170778
6496.30,6419.057101
6497.64,6419.641782
6498.99,6406.023197
6500.34,6369.432949
6501.68,6433.179987
6503.03,6436.605443
6504.37,6435.150253
6505.72,6400.389470
6507.06,6428.287558
6508.41,6387.483775
6509.76,6469.003654
6511.10,6387.380139
6512.45,6385.148004
6513.79,6366.447091
6515.14,6412.898576
6516.49,6409.984168
6517.83,6361.369241
6519.18,6445.990842
6520.52,6442.716819
6521.87,6430.068634
6523.21,6452.005934
6524.56,6413.484107
6525.91,6440.172718
6527.25,6424.478958
6528.60,6399.276739
6529.94,6423.435325
6531.29,6375.153225
6532.64,6378.876734
6533.98,6385.750333
6535.33,6463.836550
6536.67,6436.243006
6538.02,6390.558744
6539.36,6343.388888
6540.71,6416.248985
6542.06,6406.913263
6543.40,6400.424066
6544.75,6394.776187
6546.09,6417.146364
6547.44,6315.814140
6548.79,6323.586215
6550.13,6404.433542
6551.48,6380.969084
6552.82,6359.554261
6554.17,6401.397847
6555.51,6403.070759
6556.86,6374.979909
6558.21,6378.699446
6559.55,6425.865616
6560.90,6270.573392
6562.24,6411.381556
6563.59,6436.315435
6564.94,6402.822858
6566.28,6320.707341
6567.63,6337.294893
6568.97,6374.833017
6570.32,6391.309549
6571.66,6392.697304
6573.01,6398.319431
6574.36,6400.763807
6575.70,6383.218769
6577.05,6432.184462
6578.39,6316.753152
6579.74,6362.662929
6581.09,6363.583919
6582.43,6389.913255
6583.78,6415.221455
6585.12,6365.320733
6586.47,6325.774856
6587.81,6335.490193
6589.16,6359.945050
6590.51,6359.693039
6591.85,6389.503929
6593.20,6389.265481
6594.54,6259.133497
6595.89,6308.570944
6597.24,6336.373243
6598.58,6368.015147
6599.93,6307.320585
6601.27,6348.459137
6602.62,6402.174443
6603.96,6407.593150
6605.31,6318.941199
6606.66,6323.767477
6608.00,6324.453674
6609.35,6334.301021
6610.69,6332.617871
6612.04,6253.040669
6613.39,6364.716627
6614.73,6356.847521
6616.08,6377.936490
6617.42,6303.053491
6618.77,6353.389974
6620.11,6401.822741
6621.46,6314.573312
6622.81,6329.269351
6624.15,6327.695293
6625.50,6334.691271
6626.84,6300.568859
6628.19,6314.634383
6629.53,6385.116487
6630.88,6277.743834
6632.23,6320.110303
6633.57,6374.132185
6634.92,6326.086167
6636.26,6317.997681
6637.61,6346.441584
6638.96,6316.085128
6640.30,6290.830708
6641.65,6393.033696
6642.99,6295.010477
6644.34,6306.138522
6645.68,6318.325848
6647.03,6259.677856
6648.38,6305.341900
6649.72,6303.132637
6651.07,6365.957643
6652.41,6322.659642
6653.76,6359.557705
6655.11,6308.483314
6656.45,6281.067913
6657.80,6322.374318
6659.14,6305.083362
6660.49,6278.476979
6661.83,6264.013364
6663.18,6306.732322
6664.53,6285.333651
6665.87,6256.786448
6667.22,6284.360073
6668.56,6279.076350
6669.91,6259.426697
6671.26,6290.500880
6672.60,6306.937528
6673.95,6315.580465
6675.29,6214.228435
6676.64,6286.433832
6677.98,6303.045899
6679.33,6297.253715
6680.68,6327.219379
6682.02,6276.789365
6683.37,6374.513537
6684.71,6288.874650
6686.06,6282.097793
6687.41,6270.428069
6688.75,6253.161070
6690.10,6286.305128
6691.44,6266.772591
6692.79,6329.752137
6694.13,6303.565654
6695.48,6300.629064
6696.83,6346.815787
6698.17,6261.051403
6699.52,6295.481827
6700.86,6294.217687
6702.21,6220.256283
6703.56,6277.193127
6704.90,6335.641840
6706.25,6231.009758
6707.59,6272.011849
6708.94,6260.222418
6710.28,6224.348264
6711.63,6246.300215
6712.98,6306.842964
6714.32,6167.845449
6715.67,6270.577180
6717.01,6232.637838
6718.36,6239.583081
6719.71,6228.238592
6721.05,6240.557226
6722.40,6325.700250
6723.74,6314.778484
6725.09,6253.591756
6726.43,6232.804484
6727.78,6235.248364
6729.13,6231.884393
6730.47,6311.900293
6731.82,6261.148243
6733.16,6279.254076
6734.51,6178.927416
6735.86,6250.743678
6737.20,6259.885163
6738.55,6266.654707
6739.89,6168.545319
6741.24,6243.411645
6742.58,6186.732746
6743.93,6225.235356
6745.28,6243.545304
6746.62,6232.900833
6747.97,6232.169491
6749.31,6203.779145
6750.66,6226.207496
6752.01,6215.550487
6753.35,6289.894323
6754.70,6258.461648
6756.04,6285.102589
6757.39,6172.018072
6758.73,6202.813661
6760.08,6189.539362
6761.43,6190.207311
6762.77,6234.843871
6764.12,6231.724423
6765.46,6236.434386
6766.81,6246.338048
6768.15,6243.582703
6769.50,6194.186897
6770.85,6263.621940
6772.19,6187.552914
6773.54,6185.940469
6774.88,6186.294606
6776.23,6205.376834
6777.58,6276.900472
6778.92,6245.743694
6780.27,6229.268340
6781.61,6162.917922
6782.96,6213.015962
6784.30,6209.342537
6785.65,6212.652373
6787.00,6183.393451
6788.34,6178.001857
6789.69,6214.345096
6791.03,6212.669490
6792.38,6214.678008
6793.73,6152.164485
6795.07,6266.781256
6796.42,6167.751932
6797.76,6149.462754
6799.11,6193.940863
6800.45,6155.038703
6801.80,6158.039317
6803.15,6193.995752
6804.49,6203.786942
6805.84,6171.701135
6807.18,6208.146323
6808.53,6199.015487
6809.88,6209.967197
6811.22,6200.993359
6812.57,6196.581707
6813.91,6166.802371
6815.26,6217.999671
6816.60,6075.199728
6817.95,6107.826402
6819.30,6130.367531
6820.64,6148.195091
6821.99,6159.468602
6823.33,6086.152719
6824.68,6226.616577
6826.03,6171.519297
6827.37,6120.702853
6828.72,6281.180656
6830.06,6227.598240
6831.41,6202.629425
6832.75,6066.687863
6834.10,6156.848005
6835.45,6129.661143
6836.79,6177.361765
6838.14,6154.489162
6839.48,6166.868797
6840.83,6161.364183
6842.18,6155.646035
6843.52,6142.372722
6844.87,6120.576499
6846.21,6166.309891
6847.56,6133.761877
6848.90,6175.597219
6850.25,6058.857233
6851.60,6174.768269
6852.94,6153.999721
6854.29,6153.453749
6855.63,6134.611203
6856.98,6156.325882
6858.33,6174.173870
6859.67,6110.494342
6861.02,6158.948171
6862.36,6099.333494
6863.71,6097.117718
6865.05,6151.191007
6866.40,6059.432518
6867.75,6123.524243
6869.09,6177.393365
6870.44,6216.045799
6871.78,6100.658058
6873.13,6123.202191
6874.48,6143.281168
6875.82,6131.279646
6877.17,6074.176406
6878.51,6104.539544
6879.86,6060.793373
6881.20,6081.634361
6882.55,6081.429150
6883.90,6097.243852
6885.24,6149.667070
6886.59,6129.650934
6887.93,6092.585968
6889.28,6046.371255
6890.62,6122.012606
6891.97,6056.487912
6893.32,6073.563547
6894.66,6093.655939
6896.01,6103.795097
6897.35,6019.000924
6898.70,6097.072352
6900.05,6116.022912
6901.39,6144.309531
6902.74,6073.794807
6904.08,6082.234819
6905.43,6015.608444
6906.77,6116.312934
6908.12,6079.668769
6909.47,6023.968035
6910.81,6107.878849
6912.16,6103.469990
6913.50,6081.116316
6914.85,6109.070678
6916.20,6046.937776
6917.54,6029.137870
6918.89,6054.999498
6920.23,6096.857945
6921.58,6087.370747
6922.92,6070.391404
6924.27,6087.130668
6925.62,6113.884608
6926.96,6033.322065
6928.31,6130.034662
6929.65,6049.541591
6931.00,6074.745518
6932.35,6103.533224
6933.69,6059.307587
6935.04,6064.496234
6936.38,6062.390638
6937.73,6046.192578
6939.07,6061.335978
6940.42,6035.923435
6941.77,6017.991084
6943.11,6059.891477
6944.46,6013.562322
6945.80,6035.742010
6947.15,6009.542905
6948.50,5966.654618
6949.84,6051.367104
6951.19,6015.221648
6952.53,6167.078747
6953.88,6048.766771
6955.22,6023.738857
6956.57,5990.005086
6957.92,6083.388745
6959.26,6037.000010
6960.61,6064.175191
6961.95,6088.613944
6963.30,6044.512183
6964.65,6092.601450
6965.99,6010.937352
6967.34,6077.096221
6968.68,6057.406744
6970.03,6170.791358
6971.37,5959.973880
6972.72,6001.958757
6974.07,6015.504126
6975.41,5989.655654
6976.76,6002.279859
6978.10,6017.890962
6979.45,6042.249253
6980.80,5983.462687
6982.14,6016.505367
6983.49,6068.907426
6984.83,6028.891332
6986.18,5941.930963
6987.52,6058.044460
6988.87,6064.196310
6990.22,5999.948811
6991.56,6041.665701
6992.91,6022.021250
6994.25,6021.907200
6995.60,5981.387744
6996.95,5991.427331
6998.29,6020.985188
6999.64,5972.607508
7000.98,5965.450979
7002.33,5984.670820
7003.67,5984.235216
7005.02,6020.148148
7006.37,5960.915812
7007.71,6034.083901
7009.06,5993.758582
7010.40,5975.766325
7011.75,5945.155043
7013.10,6036.681078
7014.44,5951.920566
7015.79,6029.212649
7017.13,5999.507418
7018.48,5947.014937
7019.82,6031.001910
7021.17,5998.882202
7022.52,5961.387720
7023.86,5899.467812
7025.21,6001.550242
7026.55,5976.559812
7027.90,5947.804194
7029.24,5971.416259
7030.59,5976.730565
7031.94,5952.865053
7033.28,5929.919280
7034.63,5997.568883
7035.97,5981.434041
7037.32,5965.189743
7038.67,6058.208876
7040.01,5964.064912
7041.36,5990.855660
7042.70,5919.817267
7044.05,5937.182311
7045.39,5940.320444
7046.74,5949.996023
7048.09,5946.341292
7049.43,5889.305422
7050.78,5981.807955
7052.12,5944.538478
7053.47,5983.816524
7054.82,5929.665448
7056.16,5886.759043
7057.51,5928.026478
7058.85,6013.792080
7060.20,5907.734935
7061.54,5947.119628
7062.89,5892.800671
7064.24,5918.964759
7065.58,5915.128670
7066.93,5930.305113
7068.27,5954.088844
7069.62,5932.016001
7070.97,5939.915116
7072.31,5864.613043
7073.66,5929.018423
7075.00,5847.897166
7076.35,5843.143210
7077.69,5954.603821
7079.04,5949.948397
7080.39,5923.061073
7081.73,5968.003411
7083.08,5948.139182
7084.42,5912.460337
7085.77,5899.388615
7087.12,5933.985389
7088.46,5957.142114
7089.81,5907.321198
7091.15,5912.790548
7092.50,5913.158726
7093.84,5924.695321
7095.19,5891.770931
7096.54,5946.873638
7097.88,5896.513925
7099.23,5866.613103
7100.57,5878.969328
7101.92,5857.044833
7103.27,5877.781496
7104.61,5877.023298
7105.96,5871.644727
7107.30,5838.247824
7108.65,5801.454183
7109.99,5924.566425
7111.34,5931.479068
7112.69,5863.726035
7114.03,5880.341860
7115.38,5948.202916
7116.72,5899.104067
7118.07,5845.382275
7119.42,5929.278937
7120.76,5900.618978
7122.11,5892.143795
7123.45,5834.083348
7124.80,5881.454438
7126.14,5833.875101
7127.49,5990.614867
7128.84,5844.435885
7130.18,5888.094687
7131.53,5868.190639
7132.87,5844.763161
7134.22,5865.749059
7135.57,5905.730024
7136.91,5841.742098
7138.26,5903.945946
7139.60,5823.778262
7140.95,5924.425592
7142.29,5855.012283
7143.64,5866.511689
7144.99,5862.521234
7146.33,5843.116978
7147.68,5815.784453
7149.02,5909.068984
7150.37,5905.241568
7151.72,5975.161595
7153.06,5828.605216
7154.41,5814.904659
7155.75,5807.603443
7157.10,5824.047496
7158.44,5847.243955
7159.79,5805.364185
7161.14,5853.296192
7162.48,5782.494169
7163.83,5755.036799
7165.17,5922.386683
7166.52,5851.149547
7167.86,5831.138757
7169.21,5848.505917
7170.56,5830.353788
7171.90,5810.813754
7173.25,5823.245924
7174.59,5794.665263
7175.94,5822.876145
7177.29,5830.716703
7178.63,5735.254324
7179.98,5804.388167
7181.32,5801.493368
7182.67,5818.096087
7184.01,5816.189577
7185.36,5820.048565
7186.71,5751.579175
7188.05,5833.738318
7189.40,5802.035829
7190.74,5851.023609
7192.09,5803.819798
7193.44,5825.535875
7194.78,5708.989733
7196.13,5836.927808
7197.47,5787.381312
7198.82,5787.783550
7200.16,5786.513680
7201.51,5816.809556
7202.86,5847.669389
7204.20,5789.830562
7205.55,5833.534594
7206.89,5835.189090
7208.24,5769.337140
7209.59,5751.226086
7210.93,5770.328020
7212.28,5874.949339
7213.62,5729.446549
7214.97,5758.564972
7216.31,5759.114960
7217.66,5764.830257
7219.01,5717.602005
7220.35,5724.803840
7221.70,5847.260038
7223.04,5763.813803
7224.39,5770.193309
7225.74,5791.374478
7227.08,5780.302399
7228.43,5766.304937
7229.77,5768.470275
7231.12,5764.976336
7232.46,5750.568861
7233.81,5788.196433
7235.16,5774.847049
7236.50,5786.010765
7237.85,5735.653906
7239.19,5707.025564
7240.54,5713.785752
7241.89,5736.476187
7243.23,5791.137317
7244.58,5763.611430
7245.92,5604.781609
7247.27,5759.205679
7248.61,5759.588101
7249.96,5815.722095
7251.31,5813.935906
7252.65,5746.403025
7254.00,5725.898111
7255.34,5803.751003
7256.69,5683.920584
7258.04,5761.902546
7259.38,5755.322269
7260.73,5680.624985
7262.07,5691.503985
7263.42,5687.286754
7264.76,5742.145636
7266.11,5784.213931
7267.46,5668.517636
7268.80,5730.416935
7270.15,5695.871213
7271.49,5702.753791
7272.84,5764.841938
7274.19,5729.100925
7275.53,5672.809005
7276.88,5776.190648
7278.22,5756.647513
7279.57,5751.653433
7280.91,5737.848770
7282.26,5706.692188
7283.61,5678.640780
7284.95,5717.707362
7286.30,5725.348750
7287.64,5703.167308
7288.99,5703.163750
7290.34,5746.497630
7291.68,5711.106560
7293.03,5643.730494
7294.37,5662.235633
7295.72,5701.890052
7297.06,5680.205051
7298.41,5639.639241
7299.76,5703.687753
7301.10,5640.325472
7302.45,5674.961645
7303.79,5668.988048
7305.14,5645.314435
7306.48,5648.050969
7307.83,5690.658806
7309.18,5639.248310
7310.52,5625.304750
7311.87,5711.195372
7313.21,5701.516333
7314.56,5748.440820
7315.91,5708.475103
7317.25,5689.472069
7318.60,5730.599389
7319.94,5678.248136
7321.29,5675.300964
7322.63,5650.039079
7323.98,5675.029914
7325.33,5687.535878
7326.67,5741.057960
7328.02,5628.861268
7329.36,5667.448335
7330.71,5609.409296
7332.06,5687.702209
7333.40,5695.344810
7334.75,5673.287995
7336.09,5675.373953
7337.44,5697.519955
7338.78,5668.444794
7340.13,5616.543269
7341.48,5715.875629
7342.82,5680.402707
7344.17,5643.898098
7345.51,5665.112851
7346.86,5698.756193
7348.21,5596.020560
7349.55,5698.133392
7350.90,5650.897016
7352.24,5695.781294
7353.59,5672.968034
7354.93,5651.035989
7356.28,5645.621187
7357.63,5636.081091
7358.97,5644.177028
7360.32,5661.135955
7361.66,5635.327611
7363.01,5625.456489
7364.36,5679.979899
7365.70,5595.646944
7367.05,5650.064164
7368.39,5687.928324
7369.74,5734.509568
7371.08,5606.839794
7372.43,5649.205918
7373.78,5685.084656
7375.12,5597.276304
7376.47,5617.211311
7377.81,5581.542690
7379.16,5690.553959
7380.51,5647.716036
7381.85,5687.668550
7383.20,5573.838375
7384.54,5599.237982
7385.89,5614.438368
7387.23,5603.964012
7388.58,5664.941396
7389.93,5646.273844
7391.27,5612.720140
7392.62,5594.020720
7393.96,5546.479024
7395.31,5615.260203
7396.66,5650.028137
7398.00,5626.067290
7399.35,5607.089451
7400.69,5644.679993
7402.04,5627.684061
7403.38,5583.992082
7404.73,5543.372150
7406.08,5607.221332
7407.42,5608.727671
7408.77,5435.548081
7410.11,5603.607181
7411.46,5610.175318
7412.81,5573.135254
7414.15,5630.638883
7415.50,5624.469496
7416.84,5669.016557
7418.19,5614.231024
7419.53,5637.691975
7420.88,5591.207377
7422.23,5639.512386
7423.57,5572.064092
7424.92,5596.877386
7426.26,5606.205021
7427.61,5612.995225
7428.96,5703.038687
7430.30,5594.913693
7431.65,5583.567499
7432.99,5634.599389
7434.34,5604.765133
7435.68,5575.836897
7437.03,5517.970356
